http://www.asahi.com/, asahiTop
http://www.asahi.com/special/timeline/20161108-us-presidential-election/?iref=comtop_spebox_n01, asahiTokushu
http://www.yomiuri.co.jp/, yomiuriTop
http://www.yomiuri.co.jp/matome/20161107-OYT8T50138.html?from=ytop_navl&seq=01, yomiuriTokushu
http://mainichi.jp/, mainichiTop
http://mainichi.jp/ch151281860i/%EF%BC%92%EF%BC%90%EF%BC%91%EF%BC%96%E7%B1%B3%E5%A4%A7%E7%B5%B1%E9%A0%98%E9%81%B8, mainichiTokushu
http://www.sankei.com/, sankeiTop
http://www.sankei.com/main/topics/main-31786-t.html, sankeiTokushu
http://www.nikkei.com/, nikkeiTop
https://vdata.nikkei.com/newsgraphics/president2016-live/?n_cid=SPTMG047, nikkeiVdata
http://www3.nhk.or.jp/news/, nhkNewsTop
http://www3.nhk.or.jp/news/special/2016-presidential-election/?utm_int=special_contents_list-items_001, nhkTokushu
http://news.yahoo.co.jp/, yahooNewsTop
http://www.nytimes.com/, nytTop
http://www.nytimes.com/interactive/2016/us/elections/election-2016.html?ref=politics, nytTokushu
http://www.wsj.com/, wsjTop
http://www.wsj.com/news/politics, wsjNewsPolitics
https://www.washingtonpost.com/, wpTop
https://www.ft.com/, ftTop
https://www.ft.com/us-election-2016, ftTokushu
https://www.buzzfeed.com/?country=en-us, buzzfeed
https://www.buzzfeed.com/, buzzfeed_jp
http://www.huffingtonpost.com/?country=US, hpTop
http://www.bbc.com/news, bbcTop
http://www.bbc.com/news/election/us2016, bbcTokushu
https://www.theguardian.com/international, guardianTop
https://www.theguardian.com/us-news/us-elections-2016, guardianTokushu